text,label
[2026-09-07 19:51:32] ALERT db-prod-02 unusual login time user=webapp hour=4 src_ip=10.0.18.73,1
[2026-01-07 21:35:34] INFO auth-svc SQL injection payload in request param='id' src_ip=210.153.53.241 action=blocked,2
[2026-06-05 18:44:24] WARN file-server-03 user=root action=login status=success src_ip=13.56.78.161 attempt=3 note=eventually_succeeded,1
[2026-02-06 12:56:38] WARN mail-relay DDoS traffic pattern requests_per_sec=43218 src_ips=2230 action=mitigated,2
[2026-01-02 21:24:17] WARN file-server-03 user=webapp action=file_upload path=/shared/docs status=success size=304KB,2
[2026-11-08 08:35:24] ALERT file-server-03 vpn session started user=deploy_bot src_ip=10.0.1.9 duration=303m,0
[2026-01-11 18:08:28] ALERT file-server-03 scheduled backup job completed duration=218s,0
[2026-02-21 00:39:59] NOTICE db-prod-02 scheduled backup job completed duration=538s,0
[2026-02-03 17:39:21] ALERT mail-relay connection established src=10.0.5.138 dst_port=3389 protocol=TCP,0
[2026-11-03 20:29:59] ALERT app-node-07 connection established src=10.0.6.173 dst_port=5432 protocol=TCP,0
[2026-06-01 01:06:31] WARN auth-svc credential dump detected file=/tmp/hashes.txt user=dbadmin action=incident_created,2
[2026-10-15 19:41:12] INFO app-node-07 unusual login time user=guest hour=4 src_ip=10.0.3.251,1
[2026-11-18 11:00:30] WARN file-server-03 user=jsmith action=sudo command=view_passwd_file status=denied,1
[2026-05-24 12:05:12] WARN db-prod-02 SQL injection payload in request param='id' src_ip=103.30.84.98 action=blocked,2
[2026-01-27 17:03:36] WARN app-node-07 SQL injection payload in request param='id' src_ip=138.136.174.29 action=blocked,2
[2026-11-17 19:25:37] INFO web-prod-01 user=svc_monitor action=logout session_duration=5486s,0
[2026-01-14 12:04:21] ALERT backup-host user=svc_monitor action=sudo command=view_passwd_file status=denied,2
[2026-10-12 21:31:01] NOTICE web-prod-01 connection src=210.153.53.241 dst_port=1337 flagged=uncommon_port status=allowed,1
[2026-12-04 19:44:39] INFO dns-primary user=analyst01 action=login status=failed attempt=260 src_ip=8.59.133.46 action_taken=ip_banned,2
[2026-06-16 20:44:31] ALERT vpn-gw01 login from new geolocation user=operator src_ip=83.250.9.29 status=success,1
[2026-11-04 06:55:56] WARN app-node-07 privilege escalation succeeded user=jsmith from=user to=root method=exploit action=session_terminated,1
[2026-09-22 04:28:11] INFO web-prod-01 privilege escalation succeeded user=dbadmin from=user to=root method=exploit action=session_terminated,2
[2026-03-28 14:56:51] INFO db-prod-02 connection src=193.121.85.105 dst_port=6667 flagged=uncommon_port status=allowed,1
[2026-12-21 09:50:17] ALERT mail-relay credential dump detected file=/tmp/hashes.txt user=deploy_bot action=incident_created,2
[2026-03-07 19:38:32] WARN db-prod-02 user=root action=file_upload path=/shared/docs status=success size=631KB src_ip=50.97.229.36,1
[2026-12-26 03:01:26] INFO app-node-07 credential dump detected file=/tmp/hashes.txt user=deploy_bot action=incident_created,2
[2026-06-05 14:14:50] ALERT api-gateway user=webapp action=sudo command=disable_firewall status=success src_ip=139.7.47.238,2
[2026-11-28 04:47:46] NOTICE file-server-03 user=admin logged in from usual location src_ip=10.0.7.116 hour=15,0
[2026-11-08 16:48:51] DEBUG vpn-gw01 user=guest action=password_change status=success src_ip=10.0.20.215,0
[2026-11-08 06:38:50] ALERT auth-svc user=deploy_bot action=file_access path=/etc/shadow status=denied src_ip=10.0.8.238,1
[2026-12-19 13:28:49] INFO vpn-gw01 user=svc_monitor action=sudo command=disable_firewall status=success src_ip=68.71.126.191,2
[2026-06-28 23:39:32] DEBUG db-prod-02 connection src=10.240.113.52 dst_port=1337 flagged=uncommon_port status=allowed,1
[2026-12-05 07:41:30] INFO mail-relay DDoS traffic pattern requests_per_sec=45938 src_ips=4217 action=mitigated,2
[2026-02-25 23:20:36] NOTICE auth-svc brute force detected user=svc_backup attempts=91 src_ip=125.35.64.33 action=blocked,2
[2026-10-18 15:18:31] DEBUG db-prod-02 user=svc_backup action=login status=success src_ip=172.191.224.231 attempt=3 note=eventually_succeeded,1
[2026-05-23 07:27:59] WARN vpn-gw01 user=jsmith action=sudo command=systemctl_restart status=success,0
[2026-02-26 09:00:29] INFO api-gateway user=guest action=logout session_duration=6822s,0
[2026-03-24 07:42:16] INFO api-gateway user=svc_backup action=login status=success src_ip=10.0.8.208 attempt=1,0
[2026-06-12 03:15:46] NOTICE web-prod-01 user=operator action=login status=success src_ip=41.216.32.99 attempt=3 note=eventually_succeeded,1
[2026-01-21 10:50:26] NOTICE backup-host malware signature detected file=/tmp/svc596.exe action=quarantined,2
[2026-08-08 13:21:52] NOTICE app-node-07 user=webapp action=password_change status=success src_ip=10.0.20.20,0
[2026-02-18 23:43:44] NOTICE app-node-07 malware signature detected file=/tmp/update987.exe action=quarantined,2
[2026-11-19 09:26:44] NOTICE auth-svc vpn session started user=root src_ip=10.0.7.131 duration=357m,0
[2026-12-22 02:20:37] ALERT backup-host user=deploy_bot action=login status=failed attempt=2 src_ip=177.76.18.214,1
[2026-03-26 11:57:41] ALERT file-server-03 brute force detected user=admin attempts=49 src_ip=106.12.91.189 action=blocked,2
[2026-03-13 00:19:05] DEBUG web-prod-01 multiple failed sudo attempts user=operator count=4,1
[2026-03-26 08:35:04] DEBUG api-gateway user=guest action=login status=success src_ip=10.0.1.188 attempt=1,0
[2026-03-07 07:02:26] INFO vpn-gw01 user=webapp action=file_read path=/reports/q2.pdf status=success,0
[2026-05-27 00:04:27] WARN auth-svc data exfiltration confirmed size=11462MB dst_ip=140.154.4.171 action=connection_terminated,2
[2026-11-20 11:52:25] WARN vpn-gw01 malware signature detected file=/tmp/svc868.exe action=quarantined,2
[2026-12-16 17:20:06] DEBUG api-gateway multiple failed sudo attempts user=analyst01 count=4,1
[2026-10-09 21:27:40] INFO mail-relay port scan pattern src_ip=182.223.0.134 ports_probed=7,1
[2026-03-20 11:36:11] NOTICE auth-svc user=svc_monitor action=login status=success src_ip=169.243.84.68 attempt=3 note=eventually_succeeded,1
[2026-11-18 10:24:48] WARN db-prod-02 user=svc_monitor action=password_change status=success src_ip=10.0.19.164,0
[2026-09-20 05:08:10] ALERT mail-relay privilege escalation succeeded user=jsmith from=user to=root method=exploit action=session_terminated,2
[2026-02-02 10:35:30] ALERT auth-svc user=dbadmin action=login status=failed attempt=4 src_ip=13.244.80.15,1
[2026-01-27 12:50:31] WARN vpn-gw01 user=admin action=file_read path=/reports/q1.pdf status=success,0
[2026-12-25 22:53:08] WARN file-server-03 data exfiltration confirmed size=9575MB dst_ip=175.127.52.91 action=connection_terminated,2
[2026-08-07 10:28:48] ALERT auth-svc login from new geolocation user=svc_backup src_ip=19.30.117.18 status=success,1
[2026-08-27 03:06:50] DEBUG backup-host connection established src=10.0.14.99 dst_port=80 protocol=TCP,0
[2026-01-07 05:45:06] INFO file-server-03 known C2 beacon src=8.59.133.46 dst_port=31337 action=blocked,2
[2026-01-19 07:45:22] ALERT file-server-03 malware signature detected file=/tmp/update811.exe action=quarantined,2
[2026-06-06 17:48:21] NOTICE auth-svc user=dbadmin action=login status=success src_ip=131.41.95.18 attempt=3 note=eventually_succeeded,1
[2026-06-22 21:41:24] WARN dns-primary connection established src=10.0.10.104 dst_port=22 protocol=TCP,1
[2026-02-05 09:21:46] ALERT api-gateway larger than usual outbound transfer user=jsmith size=570MB dst_ip=149.135.19.28,1
[2026-04-22 18:00:23] ALERT web-prod-01 user=guest action=login status=failed attempt=1 src_ip=10.0.10.104 reason=typo,0
[2026-08-21 10:56:51] NOTICE web-prod-01 user=guest action=file_read path=/reports/q1.pdf status=success,0
[2026-01-02 09:24:12] ALERT dns-primary multiple failed sudo attempts user=admin count=5,1
[2026-07-21 15:30:41] WARN vpn-gw01 user=dbadmin action=file_read path=/reports/q3.pdf status=success,0
[2026-10-08 20:44:04] NOTICE web-prod-01 user=webapp action=login status=success src_ip=95.75.220.33 attempt=3 note=eventually_succeeded,1
[2026-08-25 21:22:46] NOTICE api-gateway repeated password reset requests user=operator count=4 window=10m,1
[2026-01-12 05:06:53] NOTICE backup-host privilege escalation succeeded user=admin from=user to=root method=exploit action=session_terminated,2
[2026-09-27 02:54:55] DEBUG app-node-07 known C2 beacon src=140.154.4.171 dst_port=9001 action=blocked,2
[2026-04-06 17:25:55] WARN vpn-gw01 multiple failed sudo attempts user=svc_backup count=4,1
[2026-11-27 09:22:26] INFO dns-primary scheduled backup job completed duration=271s,0
[2026-05-09 04:39:17] ALERT vpn-gw01 scheduled backup job completed duration=44s,0
[2026-10-09 01:23:14] DEBUG db-prod-02 vpn session started user=admin src_ip=10.0.6.235 duration=136m,0
[2026-03-04 18:35:15] NOTICE backup-host ransomware signature matched files_changed=668 host_isolated=true,2
[2026-10-24 22:04:47] WARN mail-relay larger than usual outbound transfer user=svc_monitor size=1189MB dst_ip=55.135.67.239,1
[2026-02-04 19:41:25] INFO vpn-gw01 user=mchen action=login status=failed attempt=254 src_ip=165.204.169.241 action_taken=ip_banned,2
[2026-06-27 23:20:28] ALERT app-node-07 user=operator action=file_upload path=/shared/docs status=success size=601KB src_ip=218.63.153.130,1
[2026-10-17 13:07:49] ALERT api-gateway vpn session started user=guest src_ip=10.0.1.9 duration=54m,0
[2026-07-10 03:25:01] ALERT auth-svc user=operator action=file_upload path=/shared/docs status=success size=245KB,0
[2026-10-27 02:05:19] INFO api-gateway user=jsmith action=login status=failed attempt=4 src_ip=109.112.90.206,1
[2026-01-27 01:57:56] DEBUG vpn-gw01 ransomware signature matched files_changed=4173 host_isolated=true,2
[2026-12-25 15:55:34] INFO backup-host user=jsmith action=file_upload path=/shared/docs status=success size=130KB,0
[2026-01-14 11:41:51] WARN mail-relay login from new geolocation user=guest src_ip=68.71.126.191 status=success,1
[2026-05-11 11:40:06] ALERT dns-primary connection src=109.141.22.1 dst_port=8888 flagged=uncommon_port status=allowed,1
[2026-12-14 06:40:25] ALERT db-prod-02 credential dump detected file=/tmp/hashes.txt user=svc_backup action=incident_created,2
[2026-01-23 19:11:16] ALERT backup-host brute force detected user=analyst01 attempts=183 src_ip=133.231.61.64 action=blocked,2
[2026-10-11 05:59:11] ALERT auth-svc credential dump detected file=/tmp/hashes.txt user=operator action=incident_created,2
[2026-08-25 01:07:30] INFO backup-host privilege escalation succeeded user=svc_backup from=user to=root method=exploit action=session_terminated,2
[2026-04-15 23:29:50] ALERT web-prod-01 malware signature detected file=/tmp/svc587.exe action=quarantined,2
[2026-10-14 05:12:57] ALERT app-node-07 credential dump detected file=/tmp/hashes.txt user=operator action=incident_created,2
[2026-04-09 00:00:44] INFO auth-svc malware signature detected file=/tmp/tmp547.exe action=quarantined,2
[2026-05-15 11:48:17] INFO auth-svc user=jsmith action=login status=success src_ip=10.0.17.52 attempt=1,0
[2026-07-02 00:16:07] WARN file-server-03 user=deploy_bot action=login status=failed attempt=1 src_ip=10.0.19.164 reason=typo,0
[2026-10-03 20:31:35] ALERT db-prod-02 user=root action=login status=success src_ip=207.100.186.111 attempt=3 note=eventually_succeeded,1
[2026-02-03 19:48:32] NOTICE file-server-03 user=webapp action=file_upload path=/shared/docs status=success size=448KB src_ip=90.35.125.95,1
[2026-03-23 08:52:24] WARN vpn-gw01 user=dbadmin action=login status=success src_ip=207.101.75.7 attempt=3 note=eventually_succeeded,1
[2026-05-13 03:03:12] WARN backup-host package update applied version=4.15.8 status=success,0
[2026-10-22 06:11:39] NOTICE app-node-07 user=svc_monitor action=logout session_duration=2746s,0
[2026-06-08 00:00:42] INFO db-prod-02 connection established src=10.0.17.58 dst_port=445 protocol=TCP,0
[2026-07-15 03:18:42] DEBUG mail-relay brute force detected user=svc_monitor attempts=74 src_ip=98.239.128.249 action=blocked,0
[2026-06-04 01:39:29] DEBUG auth-svc larger than usual outbound transfer user=jsmith size=758MB dst_ip=41.55.195.224,1
[2026-09-19 19:30:59] ALERT web-prod-01 SQL injection payload in request param='id' src_ip=125.35.64.33 action=blocked,2
[2026-05-26 21:19:59] NOTICE db-prod-02 user=deploy_bot action=sudo command=view_passwd_file status=denied,1
[2026-02-14 10:45:30] INFO auth-svc user=admin action=login status=success src_ip=10.0.7.199 attempt=1,0
[2026-12-18 04:17:02] INFO dns-primary user=guest action=login status=success src_ip=10.0.6.173 attempt=1,0
[2026-05-03 22:43:26] INFO web-prod-01 user=jsmith action=file_access path=/etc/shadow status=denied src_ip=10.0.3.99,1
[2026-12-14 21:20:58] DEBUG auth-svc user=admin action=file_upload path=/shared/docs status=success size=845KB src_ip=108.194.89.158,1
[2026-09-09 09:08:13] ALERT mail-relay ransomware signature matched files_changed=628 host_isolated=true,2
[2026-06-24 23:58:51] DEBUG auth-svc connection established src=10.0.17.109 dst_port=22 protocol=TCP,0
[2026-03-04 06:10:07] NOTICE app-node-07 user=mchen action=file_upload path=/shared/docs status=success size=785KB src_ip=211.116.114.7,1
[2026-03-26 16:48:58] INFO vpn-gw01 malware signature detected file=/tmp/update580.exe action=quarantined,2
[2026-05-04 10:41:44] INFO mail-relay port scan pattern src_ip=179.237.25.143 ports_probed=10,1
[2026-09-08 06:05:36] ALERT file-server-03 ransomware signature matched files_changed=4254 host_isolated=true,2
[2026-05-21 23:40:31] ALERT db-prod-02 malware signature detected file=/tmp/tmp646.exe action=quarantined,2
[2026-02-27 11:32:12] NOTICE mail-relay user=webapp action=file_upload path=/shared/docs status=success size=253KB,0
[2026-09-07 18:34:09] WARN file-server-03 user=svc_monitor action=sudo command=systemctl_restart status=success,0
[2026-12-21 15:59:24] INFO auth-svc larger than usual outbound transfer user=operator size=1116MB dst_ip=141.228.81.191,1
[2026-02-03 12:00:35] DEBUG file-server-03 user=svc_monitor action=login status=failed attempt=196 src_ip=90.35.125.95 action_taken=ip_banned,2
[2026-12-26 01:28:36] NOTICE api-gateway port scan pattern src_ip=211.116.114.7 ports_probed=10,1
[2026-02-20 12:15:52] INFO vpn-gw01 user=dbadmin action=login status=failed attempt=4 src_ip=41.55.195.224,1
[2026-03-21 10:04:11] DEBUG file-server-03 user=mchen action=file_upload path=/shared/docs status=success size=670KB src_ip=179.151.65.50,1
[2026-12-18 18:10:16] INFO backup-host scheduled backup job completed duration=362s,0
[2026-05-28 15:07:52] INFO app-node-07 user=mchen action=login status=success src_ip=10.0.3.175 attempt=1,0
[2026-08-14 17:14:57] NOTICE mail-relay user=dbadmin action=sudo command=disable_firewall status=success src_ip=106.12.91.189,2
[2026-06-12 00:16:44] NOTICE app-node-07 larger than usual outbound transfer user=svc_monitor size=1188MB dst_ip=1.134.91.130,1
[2026-04-16 17:48:51] DEBUG api-gateway repeated password reset requests user=jsmith count=6 window=10m,1
[2026-03-13 07:31:29] DEBUG auth-svc data exfiltration confirmed size=15550MB dst_ip=98.239.128.249 action=connection_terminated,2
[2026-06-20 15:40:28] INFO api-gateway user=guest action=sudo command=systemctl_restart status=success,0
[2026-12-21 11:00:35] DEBUG auth-svc user=jsmith action=file_upload path=/shared/docs status=success size=31KB,2
[2026-04-14 09:15:05] ALERT backup-host user=guest action=login status=success src_ip=206.237.162.244 attempt=3 note=eventually_succeeded,1
[2026-04-26 23:51:35] ALERT dns-primary ransomware signature matched files_changed=3131 host_isolated=true,2
[2026-05-16 23:51:04] NOTICE backup-host malware signature detected file=/tmp/update633.exe action=quarantined,2
[2026-02-22 17:11:01] ALERT api-gateway user=root action=login status=success src_ip=10.0.17.58 attempt=1,0
[2026-10-13 08:20:51] DEBUG api-gateway brute force detected user=mchen attempts=88 src_ip=148.97.130.12 action=blocked,2
[2026-04-03 01:16:42] ALERT dns-primary user=jsmith action=login status=failed attempt=176 src_ip=72.35.142.90 action_taken=ip_banned,2
[2026-01-26 07:18:02] ALERT api-gateway user=svc_monitor logged in from usual location src_ip=10.0.13.89 hour=10,0
[2026-01-25 00:26:08] WARN db-prod-02 user=analyst01 action=file_upload path=/shared/docs status=success size=87KB,2
[2026-03-26 23:09:30] INFO auth-svc user=webapp action=login status=failed attempt=1 src_ip=10.0.20.160 reason=typo,0
[2026-07-01 14:00:18] NOTICE auth-svc unauthorized admin account created user=backdoor_875 src_ip=67.104.160.62 action=account_disabled,2
[2026-10-18 18:48:03] DEBUG dns-primary user=root action=login status=failed attempt=1 src_ip=10.0.5.138 reason=typo,0
[2026-09-03 03:35:01] DEBUG db-prod-02 privilege escalation succeeded user=analyst01 from=user to=root method=exploit action=session_terminated,2
[2026-09-03 08:43:27] INFO vpn-gw01 DDoS traffic pattern requests_per_sec=37029 src_ips=3463 action=mitigated,2
[2026-12-18 04:25:26] ALERT mail-relay user=admin logged in from usual location src_ip=10.0.17.52 hour=15,0
[2026-11-13 08:24:06] WARN web-prod-01 unauthorized admin account created user=backdoor_735 src_ip=68.202.67.172 action=account_disabled,2
[2026-12-16 20:29:26] NOTICE file-server-03 scheduled backup job completed duration=390s,0
[2026-05-07 19:23:25] NOTICE dns-primary data exfiltration confirmed size=9748MB dst_ip=109.93.142.119 action=connection_terminated,2
[2026-11-27 04:37:58] DEBUG dns-primary credential dump detected file=/tmp/hashes.txt user=root action=incident_created,2
[2026-09-11 15:23:39] INFO mail-relay unusual login time user=jsmith hour=1 src_ip=10.0.10.28,1
[2026-11-03 05:49:40] NOTICE mail-relay user=operator action=file_read path=/reports/q4.pdf status=success,0
[2026-07-09 00:53:15] WARN api-gateway DDoS traffic pattern requests_per_sec=42840 src_ips=654 action=mitigated,2
[2026-10-10 05:32:08] ALERT backup-host user=jsmith action=file_upload path=/shared/docs status=success size=895KB src_ip=138.136.174.29,1
[2026-07-14 21:42:03] INFO api-gateway user=svc_monitor action=login status=success src_ip=125.35.64.33 attempt=3 note=eventually_succeeded,1
[2026-03-26 12:01:14] WARN auth-svc user=root action=login status=failed attempt=1 src_ip=10.0.20.20 reason=typo,1
[2026-07-22 02:21:26] ALERT web-prod-01 unauthorized admin account created user=backdoor_727 src_ip=214.0.155.74 action=account_disabled,2
[2026-12-14 00:21:11] WARN web-prod-01 larger than usual outbound transfer user=guest size=728MB dst_ip=3.57.38.242,1
[2026-12-16 09:49:51] WARN backup-host user=dbadmin logged in from usual location src_ip=10.0.7.116 hour=18,0
[2026-09-10 07:19:49] ALERT api-gateway user=analyst01 action=logout session_duration=5835s,0
[2026-03-12 19:52:15] NOTICE vpn-gw01 brute force detected user=dbadmin attempts=31 src_ip=12.125.243.157 action=blocked,2
[2026-06-25 12:25:49] NOTICE app-node-07 data exfiltration confirmed size=10699MB dst_ip=36.252.46.194 action=connection_terminated,2
[2026-07-09 16:48:05] DEBUG mail-relay user=dbadmin action=sudo command=disable_firewall status=success src_ip=179.151.65.50,2
[2026-02-13 20:54:16] DEBUG auth-svc brute force detected user=deploy_bot attempts=150 src_ip=76.222.80.117 action=blocked,2
[2026-05-05 18:01:06] DEBUG api-gateway user=dbadmin action=login status=failed attempt=4 src_ip=202.160.223.156,1
[2026-08-16 15:34:51] INFO backup-host user=mchen action=login status=success src_ip=10.0.18.73 attempt=1,0
[2026-06-09 04:35:32] NOTICE api-gateway credential dump detected file=/tmp/hashes.txt user=guest action=incident_created,2
[2026-03-19 18:58:39] WARN app-node-07 user=svc_backup action=sudo command=view_passwd_file status=denied,1
[2026-07-25 01:42:59] WARN backup-host user=admin action=login status=success src_ip=10.0.8.118 attempt=1,0
[2026-11-21 07:23:03] ALERT web-prod-01 user=deploy_bot action=sudo command=view_passwd_file status=denied,1
[2026-10-02 12:19:44] NOTICE mail-relay connection established src=10.0.10.217 dst_port=80 protocol=TCP,0
[2026-03-17 05:38:26] DEBUG auth-svc data exfiltration confirmed size=10698MB dst_ip=132.171.47.210 action=connection_terminated,2
[2026-07-28 06:17:03] NOTICE vpn-gw01 connection src=131.41.95.18 dst_port=8888 flagged=uncommon_port status=allowed,1
[2026-03-13 15:24:30] WARN web-prod-01 user=operator action=login status=failed attempt=4 src_ip=114.226.109.131,1
[2026-01-02 12:11:36] DEBUG mail-relay user=mchen action=login status=success src_ip=41.55.195.224 attempt=3 note=eventually_succeeded,1
[2026-06-03 13:39:44] INFO api-gateway user=operator action=login status=failed attempt=267 src_ip=206.237.162.244 action_taken=ip_banned,2
[2026-02-09 22:36:30] WARN mail-relay vpn session started user=guest src_ip=10.0.8.181 duration=222m,0
[2026-12-07 16:51:32] ALERT api-gateway user=webapp action=login status=failed attempt=3 src_ip=149.135.19.28,1
[2026-06-26 10:35:23] WARN api-gateway user=operator action=password_change status=success src_ip=10.0.11.149,0
[2026-02-20 05:29:27] NOTICE db-prod-02 data exfiltration confirmed size=8743MB dst_ip=193.37.4.118 action=connection_terminated,2
[2026-03-23 09:36:15] WARN db-prod-02 user=guest action=logout session_duration=5083s,0
[2026-12-06 11:39:56] WARN app-node-07 port scan pattern src_ip=73.80.224.214 ports_probed=4,1
[2026-10-22 23:36:40] WARN db-prod-02 user=mchen action=file_upload path=/shared/docs status=success size=639KB src_ip=95.75.220.33,2
[2026-04-28 04:19:44] DEBUG auth-svc user=webapp action=file_upload path=/shared/docs status=success size=84KB,0
[2026-09-21 13:55:11] ALERT web-prod-01 data exfiltration confirmed size=17775MB dst_ip=193.37.4.118 action=connection_terminated,2
